id;name;country_id
29;посёлок Куеда;49
482;Дубна;49
210;Белебей;49
829;Волчанск;49
1465;Венеция;81
1195;Новый Ургал;49
1254;Смирновка, Солнечногорский район;49
398;Полазна;49
2001;Ашково;49
2299;Веселый, Весёловский район;49
1943;ЖК Южный город-1, Волжский район;49
771;Черкизово, Пушкинский район;49
1509;Часцы, Одинцовский район;49
1656;Первомайское, Первомайский район;49
238;Южноуральск;49
281;Серов;49
319;Марусино, Криводановский сельсовет;49
1215;Гайдук;49
672;Атамановка, Читинский р-он;49
414;Петропавловск-Камчатский;49
942;Чебаркуль, Чебаркульский район;49
1820;Бисерово, Ногинский район;49
556;Ессентуки;49
2117;Новое Шигалеево;49
922;Новоселье, Ломоносовский р-он;49
1025;Иволгинск;49
1993;Подольск, Хайбуллинский район;49
247;Людиново;49
1202;Верхняя Тура, Свердловская область;49
101;Красноярск;49
1878;Синьково, Раменский городской округ;49
73;Красное Село;49
1537;Слоним;99
1029;Старица, Тверская область;49
2009;Гришенки, Чеховский район;49
1920;Белбулак, Талгарский район;224
1352;Екатеринославка, Октябрьский район;49
495;Стерлитамак;49
960;Калининец;49
432;Одинцово;49
1351;Супсех, Анапский район;49
1271;Халландейл-Бич;214
2123;Черкассы, Саракташский район;49
471;Кондрово;49
2175;Чапли;49
166;Корсаков;49
2290;Пьянково, Ирбитский м.о.;49
2055;Октябрьский, Мошковский район;49
1516;Бобровский, Сысертский г/о;49
1476;Апаринки, Ленинский район;49
2203;Протасово, Мценский район;49
184;Магадан, городской округ Магадан;49
1418;Барселона;152
1501;Инской;49
2153;Новотроицкое, Азовский район;49
263;Борисоглебск;49
1731;Чекон;49
1741;Садовый, Новосибирский район;49
363;Учалы;49
2106;Подбельск;49
2196;село Аркас, Буйнакский район;49
1824;Горки-10;49
1868;Новоекатериновская, Кочубеевский муниципальный округ;49
202;Губаха;49
1786;Старо-Паново, Красносельский район;49
600;Когалым;49
561;Исилькуль;49
1266;Некрасовка, Хабаровский район;49
2059;Рукель, Дербентский район;49
1968;Рамешки, Рамешковский м/о;49
615;Кулунда;49
1753;Балтым;49
332;Барнаул;49
1568;Чесма;49
67;Голицыно, Одинцовский городской округ;49
2078;Удальцово, Приозерский район;49
418;Лиски, Лискинский район;49
168;Салават, городской округ Салават;49
107;Дубовка, Дубовский район;49
680;Сясьстрой, Волховский район;49
1101;Тюкалинск;49
164;Новотроицк, городской округ Новотроицк;49
1996;Дрожжино, Ленинский район;49
2226;Завальное, Усманский район;49
2159;Гавриловка, Воткинский район;49
884;Динская;49
629;Кулебаки, Нижегородская область;49
1333;Невер;49
1747;Советское, Магарамкентский район;49
2202;Копище, Минский район;99
372;Назарово, городской округ Назарово;49
2164;Успенка, Пугачевский район;49
744;Щёкино;49
1876;Ларёво, городской округ Мытищи;49
657;Можга;49
980;Строитель, Яковлевский район;49
2244;Никульское, Москва;49
427;Кинешма;49
185;Вязьма;49
577;Асино;49
1845;Золотаревка, Ипатовский г/о;49
1686;Павлодар;224
1904;деревня Калитино, Волосовский район;49
513;Врангель;49
1111;Донецк, Ростовская область;49
962;Магас;49
1404;Новозавидовский;49
2020;Старая Тюрлема;49
2266;Красночервонный;49
1771;Шэньчжэнь;84
585;Апрелевка;49
1905;посёлок Курск (Большеврудское с/п);49
484;Молоково, Ленинский г/о;49
549;Видное, Ленинский г/о;49
925;Полярные Зори;49
1374;Атемар;49
2342;Сосенское;49
437;Талица, Талицкий г/о;49
1402;Тарасовский;49
1974;Хатукай;49
918;Советск, Калининградская область;49
1473;Сковородино;49
50;Кызыл;49
1276;Ромашково, Одинцовский городской округ;49
1205;Некрасовский, Дмитровский район;49
1888;Российский, Аксайский район;49
786;пгт Березово;49
949;Нахабино;49
1618;Вильнюс;146
1457;Мирный, городской округ Люберцы;49
877;Мензелинск;49
502;Редкино, Конаковский район;49
366;Одесское;49
401;Новый Уренгой;49
159;Ново-Переделкино;49
350;Березники;49
582;Новомосковск;49
112;Грозный, г/о Грозный;49
434;Володарск;49
239;Лодейное Поле;49
921;Аннино, Ломоносовский район;49
926;Сольцы;49
565;Нефтекумск;49
1912;Березовка, Воробьёвский район;49
1874;Розвилл;214
179;Омск;49
1728;Карабулак, Ингушетия;49
1091;Кавалерово;49
1664;Ярославская, Мостовский район;49
859;Хасавюрт;49
1558;Глухово, городской округ Красногорск;49
446;Хабары;49
2165;Славный, Торжокский район;49
1422;Докшицы;99
636;Междуреченский, Кондинский район;49
745;Карачев;49
1286;Авило-Успенка;49
1551;Голышманово;49
1625;Речица, Речицкий район;99
1670;Капельница, городской округ Железноводск;49
2171;Кунчурук;49
2320;Гладкое, Мценский район;49
923;Кандалакша;49
1177;Весенний;49
1749;Изоплит, Конаковский район;49
1317;Цивильск;49
2140;Филимонковское;49
450;Нерюнгри;49
797;Георгиевск;49
1979;Пено;49
2205;Соломатино, Камышинский район;49
1894;Ивановская, Красноармейский район;49
1366;Бакинская, гор.окр. Горячий Ключ;49
780;Ремонтное;49
733;Энем;49
1590;Аббакумово, гор. округ Мытищи;49
1427;Лида;99
1998;Малокурильское;49
1691;Тайцы;49
187;Киров, городской округ Киров;49
873;Курсавка;49
475;рп Заречье, Одинцовский район;49
176;Тверь;49
975;Боровичи, Новгородская область;49
1499;Аксено-Бутырское, Богородский городской округ;49
2110;Вихлянцево;49
1627;Талгар;224
170;Кингисепп;49
930;Орловский;49
1155;Волжск, Волжский район;49
488;Черноголовка;49
2135;ЗАТО Сибирский;49
2071;Сириус;49
2074;Белянка, Белокатайский район;49
1840;Чкаловское, Спасский район;49
2087;Грушевое, Симферопольский район;49
2198;Берегаево;49
177;Вологда;49
290;Топки, Топкинский район;49
529;Мельниково, Шегарский район;49
1400;Пролетарск;49
919;Белая Холуница;49
2068;Реховот;2
45;Тальменка;49
1365;Совхоз имени Ленина, Ленинский го;49
1549;Элекмонар;49
61;Красный Яр, Красноярский район;49
79;Бобров, Бобровский район;49
1693;Трудовое, Владивостокский гор.округ;49
1362;Гостилицы, Ломоносовский район;49
1340;Никольск, Пензенская область;49
155;Петергоф;49
122;Кыштым;49
232;Дивногорск;49
8;Приозерск;49
2346;Ленинкент, городской округ Махачкала;49
1785;Янино-1;49
1853;Шептаки (Моргаушское  с/п), Моргаушский район;49
1847;промышленная зона Фосфорит;49
1643;Приаргунск;49
1644;Варна, Челябинская область;49
221;Колывань;49
825;Белая Глина, Белоглинское с/п;49
1425;Жезказган;224
1966;Саки;49
2312;Савельево, городской округ Истра;49
294;Ужур;49
662;Раевская;49
689;Вольск;49
775;Малая Вишера;49
1424;Евпатория;49
1764;Воткинск;49
1841;Паустово;49
1989;Ульяновка, Тамалинский р-он;49
31;Верхний Тагил;49
74;Новое Девяткино;49
1226;Вяземский;49
1288;Теплая Гора;49
256;Брянск;49
1958;Родина, Псковский район;49
1216;Дубовое, Белгородский район;49
88;Орёл;49
351;Краснотурьинск;49
545;Афипский;49
1118;Лабинск;49
189;Малоярославец;49
2348;Саутгемптон, округ Бакс;214
610;Белово, Беловский г/о;49
666;Димитровград;49
1493;Островцы, Раменский район;49
1548;Цемдолина;49
2131;Санаторий Истра, городской округ Истра;49
580;Астрахань;49
1923;Алабота;49
1909;Корекозево;49
2330;Трубачево, Шегарский район;49
250;Лянтор;49
920;Микунь;49
1054;Киреевск, Тульская область;49
1647;Долматово, Домодедовский район;49
729;рп Софрино;49
2042;Вознесенское, Амурский район;49
283;Югорск;49
981;Собинка;49
1550;Култаево;49
1316;Большие Салы;49
2072;Айдакаево;49
429;Дмитров;49
456;Кириши;49
1052;Мысхако;49
1250;Киржач;49
967;Боровск;49
1673;Вышков;49
231;Енисейск;49
709;Наманган;230
1383;Лесниково, Кетовский м/о;49
123;Сатка;49
1004;Зимовники, Зимовниковский район;49
2328;Притеречный;49
212;Большеустьикинское;49
576;Железнодорожный микрорайон;49
1294;Новое Гришино, Дмитровский район;49
109;Гагарин, Гагаринский район;49
413;Бийск;49
1053;Гурьевск, Калининградская область;49
1674;Анахина;49
2292;Горбово (поселок), Рузский район;49
1269;Кабаново, Богородский г/о;49
778;Невель;49
728;Правдинский, г/о Пушкинский;49
860;Гвардейск;49
2340;Ново, Щелковский район;49
574;посёлок Вёшки, Мытищи;49
1292;Пластуновская;49
673;Молодежный, Иркутский район;49
943;Алматы;224
857;Чудово, Чудовский район;49
1267;Серноводское, Чеченская Республика;49
693;Новотроицкая;49
76;Невьянск;49
834;Котлас;49
2344;Ключи, г.о Южно-Сахалинск;49
774;Гаджиево;49
2075;Доскино, Богородский муниципальный округ;49
936;Северо-Задонск, городской округ Донской;49
378;Коломна;49
439;Надым;49
458;Вельск;49
1961;Кыра;49
579;Волжский, Волгоградская область;49
1303;Лесогорск, Чунский район;49
2144;Маргаритово, Азовский район;49
1617;Бобруйск;99
2200;Исаково, Богородский городской округ;49
1718;Яренск;49
2285;Бородино, Мытищи;49
1249;Шэньян;84
1931;Хвойный территория;49
1382;Салым;49
317;Каменск-Шахтинский;49
638;Агрыз;49
951;Елизаветинская, Краснодар;49
986;Суоярви;49
2147;Чистоозерный;49
2191;Щучинск;224
227;Волчиха;49
253;Серпухов;49
2345;Лопатино, Ленинский г/о;49
2268;Старые-Атаги;49
1861;Посадница, Волховский район;49
1332;Акбулак;49
1539;Тараз;224
1725;Верхнее Мячково, Раменский район;49
193;Московский;49
1844;Уллуая;49
470;Буденновск;49
1114;Уваровка, Можайский район;49
599;Арамиль;49
1322;Минск;99
910;Дальнереченск;49
2088;Мартюш;49
2090;Каратайка;49
2099;Ручей;49
514;Троицк, Троицкий административный округ;49
2264;Победа, Выборгский район;49
605;Салехард;49
753;Радужный, Владимирская область;49
1519;Порхов, Порховский район ;49
369;Юрга;49
2109;Соколихин, Лабинский район;49
2010;Татаново;49
1285;Восток, Красноармейский район;49
1412;Аликово;49
7;Кашира;49
1604;Слобода, Ленинский район;49
1077;Визинга;49
1641;Чугуевка;49
2189;Борисовская, Котласский район;49
2211;Курилово, Жуковский район;49
830;Фряново;49
2242;Новый Милет;49
64;Приморско-Ахтарск;49
1367;Симферополь;49
1328;Уральск;224
1072;Хомутово;49
1305;Архангельская;49
790;Угольные Копи;49
2152;Козлово, Конаковский район;49
1506;Семей;224
2300;Спутник, городской округ Владикавказ;49
41;Чаны;49
1364;Протасово, городской округ Щёлково;49
2184;Поварово, Солнечногорский район;49
533;Алейск;49
789;Ведено;49
740;Товарково;49
373;Железногорск, городской округ Железногорск;49
1006;Семикаракорск;49
2139;Кустур, Эвено-Бытантайский улус;49
1087;Малые Вязёмы;49
2183;дом отдыха Горки, Дмитровский район;49
1999;Новосильское, Тербунский район;49
85;Нижняя Салда;49
977;Среднеуральск;49
2102;Калинин, Мясниковский район;49
1026;Вышний Волочёк;49
2214;Иванов, Анапский район;49
1699;Сатпаев;224
1144;Юрьев-Польский;49
1207;Вольно-Надеждинское;49
21;Вичуга;49
767;Ивангород, Кингисеппский район;49
1638;Змейская;49
1295;Кудрово;49
654;Белые Столбы;49
741;Донской, городской округ Донской;49
1591;ЗАТО Горный, Улётовский район;49
2111;Борки, Кормиловский район;49
1407;Чердаклы;49
1967;Пронь, Кимовский район;49
251;Рязань;49
2279;Кормовое, Первомайский район;49
481;Беседы, Ленинский г/о;49
478;Алтайское;49
60;Балахна, Нижегородская область;49
20;Богородицк;49
341;Казань;49
453;Грязи, Грязинский район;49
259;Ковров;49
1529;Десёновское;49
1169;Пласт;49
1166;Дегтярск;49
1151;Красная Поляна, Сочи гор.округ;49
1669;Бритово, Раменский район;49
141;Сызрань;49
2235;Искушта;49
1835;Разветье;49
461;Богородск;49
464;Красноармейск, Саратовская обл.;49
1232;Даниловка, Даниловский район;49
618;Боготол;49
604;Ишимбай;49
1678;Гостагаевская;49
1481;Кузьмино, Брянский район;49
701;Актобе;224
649;Ивдель;49
583;Тарасовка, Пушкинский район;49
2232;Саранское;49
2218;деревня Лунево;49
1002;Боковская;49
1578;посёлок Кизнер;49
242;Лысково;49
2216;Ивино, Гагаринский район;49
1136;Яя;49
1577;Смоленское, Смоленский район;49
1057;Дятьково;49
1610;Барсово, Сургутский район;49
90;Калининград;49
137;Олонец;49
1807;Абаза;49
523;Давлеканово;49
1866;Петелино (поселок), городской округ Тула;49
1268;Субханкулово;49
2172;Чижово, Кораблинский район;49
2308;Лыткино, городской округ Солнечногорск;49
89;Тула;49
1696;Кунашак;49
527;Тара, Омская область;49
1830;Косшы;224
641;Красноармейск;49
1387;Покровское, Истринский район;49
340;Чехов;49
1433;Туркестан;224
646;Адыгейск;49
1545;Монетный;49
569;Нижний Тагил;49
1689;Тояма;21
1134;Разумное;49
788;Шали , Шалинский район;49
1082;Тамань;49
2190;Чиангмай, Провинция Чиангмай;120
312;Михайловское, Алтайский край;49
318;Колпино;49
517;Монино, городской округ Щёлково;49
1430;Сарань;224
768;Малое Верево, Гатчинский район;49
162;Электрогорск;49
1560;Отрадное, г/о Красногорск;49
850;Климово, Климовский район;49
900;Воротынск;49
913;Таксимо;49
1761;Усады, Лаишевский район;49
956;Верхотурье;49
991;Мантурово, Костромская область;49
129;Мыски;49
720;Торопец;49
1997;Бужарово, гор. округ Истра;49
705;Кара-Балта;192
783;Дорогобуж;49
2114;Бородыновка, Минераловодский городской округ;49
223;Барабинск;49
934;Ессентукская (станица);49
130;Черногорск;49
134;Братск;49
1280;Верх-Катунское;49
639;Бавлы;49
25;Усть-Кут;49
1896;Починок, Приозерский район;49
1086;Рощино, Выборгский район;49
1717;Пересвет, Сергиево-Посадский район;49
1690;Кваркено;49
1112;Дрезна;49
99;Мурманск;49
1540;Адамовка, Адамовский район;49
935;Кирсанов;49
1687;Светлогорск, Светлогорский район;99
1171;Шемурша;49
402;поселок Внуково;49
1415;Атырау;224
1994;Трубичино, Новгородский район;49
260;Армавир, м/о Армавир;49
2313;Эльче;152
1719;Есипово, городской округ Солнечногорск;49
970;Писцово;49
1016;Аликанте;152
2170;Курорт-Дарасун;49
172;Нижнекамск;49
266;Котовск, Тамбовская область;49
2291;Елизаветинское, Благодарненский г/о;49
382;Северодвинск;49
167;Кисловодск;49
204;Нытва;49
435;Лысьва;49
1624;Пружаны;99
1191;Бологое, Тверская область;49
2204;микрорайон Дзержинского;49
1130;Старопышминск;49
765;Натухаевская;49
1059;Железногорск, ЗАТО Железногорск;49
1675;Расшеватская;49
2319;Хьюстон, округ Харрис;214
1197;Выселки, Выселковский район;49
1730;Степное, Степновский район;49
1110;Пестрецы;49
19;Новороссийск;49
1962;Ильинское, го Красногорск;49
285;Верхние Татышлы;49
1925;Варфоломеевка, Яковлевский район;49
1916;Журавское, Новоселицкий муниципальный округ;49
759;Светлогорск, Светлогорский г/о;49
595;Кудымкар;49
1336;Шилка;49
347;Воронеж;49
1615;Баку;77
1479;Червишево;49
536;Сосновоборск, Красноярский край;49
42;Киселёвск;49
1346;Чучково;49
2030;Комсомольское, Кизилюртовский район;49
1823;Тимошкино, городской округ Красногорск;49
518;Жуковка, Одинцовский го;49
1838;Константиново, гор. окр. Домодедово;49
757;Белореченский, Усольский район;49
323;Медногорск;49
1557;Обухово, Богородский г/о;49
872;Гаврилов-Ям;49
2275;Озерки, Всеволожский район;49
1162;Славянка, Хасанский м/о;49
948;Буланаш;49
1575;Армянск;49
2157;Прозорово, городской округ Красногорск;49
1420;Бахчисарай, Бахчисарайский район;49
275;Новая Усмань;49
1089;Пригородный, Оренбургский район;49
1952;Надежда, Шпаковский район;49
1817;Хапо-Ое, Всеволожский р-он;49
1782;Юргамыш;49
505;Заречный;49
2112;Александровка, гор.окр. Красногорск;49
174;Орехово-Зуево;49
2060;Большое Мокрое, Кстовский район;49
1109;Менделеевск;49
1256;Долинск, Долинский городской округ;49
355;Новоуральск;49
1401;Самарское;49
1434;Франкфурт-на-Майне;79
277;Добрянка;49
1706;Виноградное, Грозненский район;49
769;Левашово, СПб;49
92;Щербинка;49
810;Жуковский;49
1394;Пестово, Пестовский район;49
2045;Холм, Костромской район;49
2054;Борисовичи, Псковский район;49
1244;Куйбышево, Куйбышевский район;49
1688;Ташкент;230
1849;Федоровское, Киржачский район;49
2225;Толстобино, Кстовский район;49
1170;Батырево, Батыревский район;49
777;Сердобск;49
1094;Приволжский, м/о Энгельс;49
2002;Александровская, Майский район;49
113;Петрозаводск;49
270;Тольятти;49
1248;Шымкент;224
110;Архангельск;49
374;Усолье-Сибирское;49
430;Солнечногорск;49
1622;Мозырь;99
815;Агинское, городской округ Агинское;49
1241;Соль-Илецк;49
1748;Ильинка, Ханкайский м/о;49
550;Николаевск;49
542;Костомукша;49
1859;Башкултаево, Пермский р-н;49
2243;Лапшинка, поселение Московский;49
1176;Чунский;49
1829;Белый Ключ, г/о Ульяновск;49
1944;Новомышастовская, Красноармейский район;49
792;Константиновский;49
353;Асбест, Асбестовский г/о;49
678;Катайск;49
2182;Большое Сырково;49
1398;Струги Красные;49
667;Тейково;49
2280;Васильевка, Добрушский район;99
586;Можайск;49
87;Некрасовка, ЮВАО;49
856;Сергиевск, Сергиевский р-он;49
826;Тбилисская;49
1814;Ивня, Ивнянский район;49
1769;Ямбург;49
606;Ноябрьск;49
2207;Игнатово, Калининский район;49
1677;Соленое;49
314;Остров, Островский район;49
526;Озерск, Озёрский г/о;49
1566;Бачатский;49
289;Кочки;49
2063;Тюрюшево, Буздякский район;49
1650;Рассвет, Наримановский район;49
1485;Кильмезь;49
12;Калуга;49
540;Уссурийск;49
785;Ува;49
1265;Щучье;49
2321;Серафимовское, Арзгирский муниципальный округ;49
2238;Гиагинская;49
766;Нижнебаканская;49
380;Сосновый Бор;49
1070;Борисовка, Борисовский район;49
108;Новочебоксарск;49
1631;Переяславка;49
218;Калачинск;49
630;Камышин;49
562;Бугуруслан;49
479;Радужный, ХМАО;49
835;Муром;49
264;Семилуки (город);49
1500;Керчь;49
2248;Щепкин;49
1772;Измир;100
1302;Кисловка, Томский район;49
1262;Хороль;49
327;Селятино;49
2105;Геджух;49
1653;Брехово, г/о Химки;49
165;Егорьевск;49
2274;Андег;49
534;Благовещенка, Благовещенский район;49
1048;Сосенский, Козельский район;49
2021;Верхнее Казанище;49
331;Улан-Удэ;49
998;Абдулино;49
1032;Буинск;49
787;Долгодеревенское;49
973;Октябрьский, Устьянский район;49
1598;Двуречье, Новосибирский район;49
241;Сокол, Вологодская область;49
2064;Биттерфельд;79
1206;Галич;49
704;Гомель;99
71;Быково, Раменский г/о;49
2132;Дегтево, Миллеровский район;49
865;Новотитаровская;49
1204;Коммунарка;49
1354;Тымовское;49
117;Пенза;49
1599;Родниковская, Курганинский район;49
1453;Урдома;49
929;Егорлыкская;49
14;Оренбург;49
1348;Ногир;49
999;Каменка, Пензенская область;49
1028;Кувшиново;49
1469;Солигорск;99
746;Трубчевск;49
1626;Сеул;226
1252;Воскресенское поселение;49
658;Таруса;49
448;Иланский;49
2332;Непряхино, Чебаркульский район;49
566;Королев;49
1708;Агроном, Динской район;49
1933;Нефтяная;49
722;Покровск;49
343;Сочи;49
1535;Новополоцк, Витебская обл.;99
1064;Советская Гавань;49
795;Крымск;49
2246;Красногвардейское, Адыгея;49
515;Тобольск;49
2192;Бугачево, Емельяновский район;49
1984;Солдато-Александровское;49
2005;Оползневое;49
2249;Мохово, Беловский район;49
1213;Каменка, Новосибирский район;49
1334;Солнечный, Сургутский район;49
213;Карталы;49
1809;Оганер;49
1704;Карымское;49
2089;Криулино;49
862;Пионерский, Пионерский г/о;49
2025;Клопицы, Волосовский район;49
1825;Алупка;49
358;Губкинский;49
1013;Инза;49
127;Анжеро-Судженск;49
1431;Сокулук;192
1449;Миасское;49
301;Кировск, Кировский район;49
1116;Саперный, Колпинский район;49
1903;Замельничный;49
1273;Черноморское;49
1060;Сафоново, Сафоновский район;49
2033;Эрастов, Абинский район;49
2038;Вороново, п. Вороновское;49
1233;Дербент, Дербентский район;49
620;Березовка, Берёзовский район (Красноярский край);49
521;Качканар;49
736;Удельная;49
679;Виллози;49
261;Липецк;49
870;Кантемировка;49
49;Заозерный, Красноярский край;49
1240;Лесной, Пушкинский район;49
1217;Пролетарский, Ракитянский район;49
1702;Темкино;49
1159;Никель;49
683;Решетниково, г/о Клин;49
284;Кумертау;49
2056;Западный, Сосновский район;49
1752;Газопровод, п. Сосенское;49
181;Владивосток;49
1459;Камень-Рыболов;49
65;Славянск-на-Кубани;49
2341;Старый Ирюк, Малмыжский район;49
1246;Цимлянск;49
1373;Володарского, Ленинский район;49
987;Сортавала;49
1218;Суворов, Суворовский район;49
1022;Могилёв;99
198;Красногорск;49
1164;Родионово-Несветайская;49
1017;Астана;224
1530;Могот, Тындинский муниципальный округ;49
1806;Хутор Ленина, Аксайский район;49
1356;Суровикино;49
125;Чулым;49
392;Месягутово, Дуванский район;49
395;территория Горелово;49
298;Комсомольск-на-Амуре;49
2040;Архангельское, Троицкий а/о;49
194;Долгопрудный;49
1965;Октябрьское, Красногвардейский район;49
700;пгт Пышма;49
1115;Палласовка;49
927;Кувандык;49
1959;Подрезково;49
1710;Прокудское;49
1915;Щомыслица;99
1605;Бжид;49
2101;Раздольная, Кореновский район;49
901;Моздок, Моздокский район;49
861;Зеленоградск;49
1409;Курчалой;49
15;Шелехов;49
58;Всеволожск;49
1573;Прикаспийский;49
2120;Солнечное, Гурьевский район;49
2024;Новодмитриевская;49
806;Николо-Хованское;49
6;Майма;49
1559;Обушково;49
2070;Лесной, Красноармейский район;49
822;Лаишево;49
1451;Хандыга;49
1976;Совхозный, Славянский район;49
707;Костанай;224
84;Люберцы;49
